,Dataset,Number of Keypoints,Detector/Descriptor
801,MAP,,STAR+BRIEF
802,MAP,,STAR+BRIEF
803,MAP,,STAR+BRIEF
804,MAP,,STAR+BRIEF
805,MAP,,STAR+BRIEF
806,MAP,,STAR+BRIEF
807,MAP,,STAR+BRIEF
808,MAP,,STAR+BRIEF
809,MAP,,STAR+BRIEF
810,MAP,,STAR+BRIEF
811,MAP,,STAR+BRIEF
812,MAP,,STAR+BRIEF
813,MAP,,STAR+BRIEF
814,MAP,,STAR+BRIEF
815,MAP,,STAR+BRIEF
816,MAP,,STAR+BRIEF
817,MAP,,STAR+BRIEF
818,MAP,,STAR+BRIEF
819,MAP,,STAR+BRIEF
820,MAP,,STAR+BRIEF
821,MAP,,STAR+BRIEF
822,MAP,,STAR+BRIEF
823,MAP,,STAR+BRIEF
824,MAP,,STAR+BRIEF
825,MAP,,STAR+BRIEF
826,MAP,,STAR+BRIEF
827,MAP,,STAR+BRIEF
828,MAP,,STAR+BRIEF
829,MAP,,STAR+BRIEF
830,MAP,,STAR+BRIEF
831,MAP,,STAR+BRIEF
832,MAP,,STAR+BRIEF
833,MAP,,STAR+BRIEF
834,MAP,,STAR+BRIEF
835,MAP,,STAR+BRIEF
836,MAP,,STAR+BRIEF
837,MAP,,STAR+BRIEF
838,MAP,,STAR+BRIEF
839,MAP,,STAR+BRIEF
840,MAP,,STAR+BRIEF
841,MAP,,STAR+BRIEF
842,MAP,,STAR+BRIEF
843,MAP,,STAR+BRIEF
844,MAP,,STAR+BRIEF
845,MAP,,STAR+BRIEF
846,MAP,,STAR+BRIEF
847,MAP,,STAR+BRIEF
848,MAP,,STAR+BRIEF
849,MAP,,STAR+BRIEF
850,MAP,,STAR+BRIEF
851,MAP,,STAR+BRIEF
852,MAP,,STAR+BRIEF
853,MAP,,STAR+BRIEF
854,MAP,,STAR+BRIEF
855,MAP,,STAR+BRIEF
856,MAP,,STAR+BRIEF
857,MAP,,STAR+BRIEF
858,MAP,,STAR+BRIEF
859,MAP,,STAR+BRIEF
860,MAP,,STAR+BRIEF
861,MAP,,STAR+BRIEF
862,MAP,,STAR+BRIEF
863,MAP,,STAR+BRIEF
864,MAP,,STAR+BRIEF
865,MAP,,STAR+BRIEF
866,MAP,,STAR+BRIEF
867,MAP,,STAR+BRIEF
868,MAP,,STAR+BRIEF
869,MAP,,STAR+BRIEF
870,MAP,,STAR+BRIEF
871,MAP,,STAR+BRIEF
872,MAP,,STAR+BRIEF
873,MAP,,STAR+BRIEF
874,MAP,,STAR+BRIEF
875,MAP,,STAR+BRIEF
876,MAP,,STAR+BRIEF
877,MAP,,STAR+BRIEF
878,MAP,,STAR+BRIEF
879,MAP,,STAR+BRIEF
880,MAP,,STAR+BRIEF
881,MAP,,STAR+BRIEF
882,MAP,,STAR+BRIEF
883,MAP,,STAR+BRIEF
884,MAP,,STAR+BRIEF
885,MAP,,STAR+BRIEF
886,MAP,,STAR+BRIEF
887,MAP,,STAR+BRIEF
888,MAP,,STAR+BRIEF
889,MAP,,STAR+BRIEF
890,MAP,,STAR+BRIEF
891,MAP,,STAR+BRIEF
892,MAP,,STAR+BRIEF
893,MAP,,STAR+BRIEF
894,MAP,,STAR+BRIEF
895,MAP,,STAR+BRIEF
896,MAP,,STAR+BRIEF
897,MAP,,STAR+BRIEF
898,MAP,,STAR+BRIEF
899,MAP,,STAR+BRIEF
900,MAP,,
901,MAP,,
902,MAP,,
903,MAP,,
904,MAP,,
905,MAP,,
906,MAP,,
907,MAP,,
908,MAP,,
909,MAP,,
910,MAP,,
911,MAP,,
912,MAP,,
913,MAP,,
914,MAP,,
915,MAP,,
916,MAP,,
917,MAP,,
918,MAP,,
919,MAP,,
920,MAP,,
921,MAP,,
922,MAP,,
923,MAP,,
924,MAP,,
925,MAP,,
926,MAP,,
927,MAP,,
928,MAP,,
929,MAP,,
930,MAP,,
931,MAP,,
932,MAP,,
933,MAP,,
934,MAP,,
935,MAP,,
936,MAP,,
937,MAP,,
938,MAP,,
939,MAP,,
940,MAP,,
941,MAP,,
942,MAP,,
943,MAP,,
944,MAP,,
945,MAP,,
946,MAP,,
947,MAP,,
948,MAP,,
949,MAP,,
950,MAP,,
951,MAP,,
952,MAP,,
953,MAP,,
954,MAP,,
955,MAP,,
956,MAP,,
957,MAP,,
958,MAP,,
959,MAP,,
960,MAP,,
961,MAP,,
962,MAP,,
963,MAP,,
964,MAP,,
965,MAP,,
966,MAP,,
967,MAP,,
968,MAP,,
969,MAP,,
970,MAP,,
971,MAP,,
972,MAP,,
973,MAP,,
974,MAP,,
975,MAP,,
976,MAP,,
977,MAP,,
978,MAP,,
979,MAP,,
980,MAP,,
981,MAP,,
982,MAP,,
983,MAP,,
984,MAP,,
985,MAP,,
986,MAP,,
987,MAP,,
988,MAP,,
989,MAP,,
990,MAP,,
991,MAP,,
992,MAP,,
993,MAP,,
994,MAP,,
995,MAP,,
996,MAP,,
997,MAP,,
998,MAP,,
999,MAP,,
